question_id,reasoning_correct,revise_correct,revise_helpful,policy_v5,policy_v6,policy_v7,correct_if_v5,correct_if_v6,correct_if_v7,cost_v5,cost_v6,cost_v7,oracle_decision,correct_if_oracle,cost_oracle,unified_confidence_score
test/precalculus/807.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.29000000000000004
test/intermediate_algebra/1994.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.345
test/algebra/2584.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.4375
test/number_theory/572.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.6975
test/algebra/1349.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.35977272727272724
test/prealgebra/1622.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.7275
test/number_theory/515.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/precalculus/927.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.28500000000000003
test/algebra/2036.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.3775
test/prealgebra/1139.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.22785714285714287
test/number_theory/1032.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/intermediate_algebra/1197.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.28500000000000003
test/number_theory/737.json,0,1,1,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,0,1,2,1,2,direct_plus_revise,1,2,0.22785714285714287
test/geometry/248.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.5675000000000001
test/precalculus/1303.json,1,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,1,1,2,1,1,reasoning_greedy,1,1,0.39916666666666667
test/precalculus/990.json,0,0,0,direct_plus_revise,direct_plus_revise,direct_plus_revise,0,0,0,2,2,2,reasoning_greedy,0,1,0.18428571428571427
test/intermediate_algebra/134.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6417857142857144
test/precalculus/1199.json,0,1,1,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,direct_plus_revise,1,2,0.185
test/geometry/434.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.6275000000000001
test/intermediate_algebra/1000.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/algebra/1098.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.29000000000000004
test/intermediate_algebra/607.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.28500000000000003
test/algebra/1837.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/algebra/2193.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.5708333333333334
test/algebra/2427.json,0,0,0,direct_plus_revise,direct_plus_revise,direct_plus_revise,0,0,0,2,2,2,reasoning_greedy,0,1,0.28500000000000003
test/intermediate_algebra/1388.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.28500000000000003
test/counting_and_probability/525.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.5525
test/prealgebra/1840.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/precalculus/779.json,1,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,1,1,2,1,1,reasoning_greedy,1,1,0.275
test/counting_and_probability/666.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/number_theory/864.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.4375
test/prealgebra/1302.json,0,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,0,0,0,1,1,1,reasoning_greedy,0,1,0.3775
test/counting_and_probability/134.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.5675000000000001
test/algebra/1072.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.28500000000000003
test/counting_and_probability/119.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/number_theory/627.json,1,1,0,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,reasoning_greedy,1,1,0.6375000000000001
test/intermediate_algebra/428.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.23500000000000004
test/geometry/967.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.5975000000000001
test/algebra/24.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.6675000000000001
test/number_theory/45.json,1,1,0,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,reasoning_greedy,1,1,0.6975
test/prealgebra/930.json,0,1,1,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,0,0,2,1,1,direct_plus_revise,1,2,0.275
test/geometry/627.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.28500000000000003
test/algebra/2214.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.7275
test/intermediate_algebra/1454.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.28500000000000003
test/prealgebra/1558.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/geometry/178.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.6975
test/precalculus/285.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.28500000000000003
test/algebra/305.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.6975
test/algebra/1265.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.3775
test/prealgebra/1388.json,1,1,0,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,reasoning_greedy,1,1,0.6008333333333334
test/number_theory/1055.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/intermediate_algebra/1217.json,0,0,0,direct_plus_revise,reasoning_greedy,direct_plus_revise,0,0,0,2,1,2,reasoning_greedy,0,1,0.26
test/prealgebra/951.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6675000000000001
test/precalculus/1105.json,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.5125
test/prealgebra/572.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.7275
test/algebra/187.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6389285714285715
test/algebra/769.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.6675000000000001
test/intermediate_algebra/1168.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.7275
test/algebra/722.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6675000000000001
test/prealgebra/1247.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/intermediate_algebra/956.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.28500000000000003
test/intermediate_algebra/1247.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/precalculus/675.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.26
test/intermediate_algebra/279.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.6975
test/precalculus/1146.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.335
test/prealgebra/1747.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.865
test/algebra/2046.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.35
test/prealgebra/1233.json,0,1,1,reasoning_greedy,reasoning_greedy,reasoning_greedy,0,0,0,1,1,1,direct_plus_revise,1,2,0.4325
test/precalculus/1313.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.185
test/intermediate_algebra/207.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6975
test/number_theory/46.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.34750000000000003
test/number_theory/516.json,0,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,0,0,0,1,1,1,reasoning_greedy,0,1,0.4075
test/geometry/456.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/algebra/2253.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.3775
test/precalculus/24313.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.365
